(131, 2, 1, 10, [0.15, 0.04, 9.07E-3, 6.73E-3, 0.02, 0.02, 0.02, 2.76E-3, 0.02, 0.02])
(137, 2, 1, 10, [0.02, 0.05, 0.01, 1.38E-3, 0.02, 0.01, 0.01, 0.02, 1.08E-4, 5.31E-3])
(139, 2, 1, 10, [0.15, 0.04, 0.01, 5.43E-3, 0.02, 2.72E-3, 6.04E-3, 0.01, 0.02, 0.01])
(149, 2, 1, 10, [0.01, 0.05, 0.01, 2.53E-3, 0.02, 0.02, 0.02, 1.58E-3, 0.01, 4.43E-3])
(151, 2, 1, 10, [0.16, 0.05, 0.01, 3.75E-3, 0.01, 0.02, 0.02, 6.72E-3, 0.02, 8.69E-3])
(157, 2, 1, 10, [0.31, 0.15, 0.08, 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03])
(163, 2, 1, 10, [0.16, 0.05, 0.01, 2.31E-3, 0.01, 0.02, 0.01, 0.02, 6.00E-3, 0.02])
(167, 2, 1, 10, [0.16, 0.05, 0.01, 1.88E-3, 0.01, 2.13E-3, 6.85E-4, 0.01, 4.88E-3, 0.01])
(173, 2, 1, 10, [0.01, 0.05, 0.01, 4.36E-3, 0.01, 0.02, 2.20E-4, 0.01, 7.11E-3, 3.60E-3])
(179, 2, 1, 10, [0.16, 0.05, 0.02, 7.02E-4, 0.01, 0.02, 0.01, 7.37E-3, 8.00E-3, 6.25E-3])
(181, 2, 1, 10, [0.32, 0.16, 0.09, 0.05, 0.03, 0.03, 0.03, 0.02, 0.01, 1.98E-3])
(191, 2, 1, 10, [0.16, 0.05, 0.02, 3.29E-4, 8.75E-3, 0.03, 0.03, 0.01, 8.53E-4, 2.85E-3])
(193, 2, 1, 10, [0.03, 0.04, 0.03, 0.02, 5.52E-4, 5.53E-3, 0.03, 0.02, 4.83E-3, 2.39E-3])
(197, 2, 1, 10, [0.01, 0.05, 9.02E-3, 5.74E-3, 0.01, 8.29E-3, 0.02, 6.70E-3, 3.83E-3, 0.01])
(199, 2, 1, 10, [0.16, 0.05, 0.02, 9.47E-4, 8.04E-3, 0.02, 8.61E-3, 2.96E-3, 0.01, 2.32E-3])
(211, 2, 1, 10, [0.16, 0.05, 0.02, 1.79E-3, 7.07E-3, 7.14E-3, 5.41E-3, 0.01, 0.02, 0.01])
(223, 2, 1, 10, [0.16, 0.05, 0.02, 2.53E-3, 6.21E-3, 0.01, 3.41E-4, 6.23E-3, 0.01, 0.01])
(227, 2, 1, 10, [0.16, 0.05, 0.02, 2.77E-3, 5.94E-3, 8.48E-3, 7.04E-3, 1.11E-3, 7.56E-3, 1.05E-3])
(229, 2, 1, 10, [0.33, 0.16, 0.10, 0.05, 0.02, 1.64E-3, 4.49E-3, 3.70E-3, 7.17E-3, 0.01])
(233, 2, 1, 10, [9.14E-3, 0.06, 7.62E-3, 7.27E-3, 0.01, 6.20E-3, 5.06E-3, 0.02, 7.81E-3, 8.04E-3])
(239, 2, 1, 10, [0.16, 0.05, 0.02, 3.41E-3, 5.20E-3, 9.37E-3, 8.12E-3, 8.04E-3, 8.85E-3, 2.04E-3])
(241, 2, 1, 10, [0.33, 0.17, 0.10, 0.05, 0.03, 0.01, 0.01, 2.83E-3, 8.78E-3, 0.02])
(251, 2, 1, 10, [0.16, 0.05, 0.02, 4.00E-3, 4.53E-3, 0.01, 0.02, 0.02, 0.02, 0.02])
(257, 2, 1, 10, [8.29E-3, 0.06, 6.91E-3, 8.06E-3, 8.70E-3, 5.13E-3, 6.36E-3, 0.01, 4.89E-3, 3.92E-3])
(263, 2, 1, 10, [0.16, 0.05, 0.02, 4.53E-3, 3.91E-3, 0.01, 0.02, 0.01, 7.89E-3, 7.72E-3])
(269, 2, 1, 10, [7.92E-3, 0.06, 6.60E-3, 8.40E-3, 8.31E-3, 4.66E-3, 0.01, 1.22E-3, 3.35E-3, 5.04E-3])
(271, 2, 1, 10, [0.16, 0.05, 0.02, 4.86E-3, 3.54E-3, 0.01, 2.10E-3, 4.60E-3, 0.01, 3.51E-3])
(277, 2, 1, 10, [0.02, 0.04, 0.02, 5.43E-3, 0.03, 0.02, 9.20E-3, 9.34E-3, 0.01, 0.00])
(281, 2, 1, 10, [7.58E-3, 0.06, 6.31E-3, 8.71E-3, 7.95E-3, 4.24E-3, 7.44E-3, 5.86E-4, 0.01, 3.31E-3])
