(317, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.05E-3, 0.00, 1.71E-3, 0.00, 3.99E-4, 0.00, 3.11E-4, 0.00, 7.22E-4, 0.00])
(331, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.06E-3, 0.00, 1.73E-3, 0.00, 4.31E-4, 0.00, 2.59E-4, 0.00, 3.04E-4, 0.00])
(337, 2, 1, 15, [1.12E-4, 0.06, 9.34E-5, 0.02, 1.18E-4, 5.07E-3, 1.70E-4, 1.74E-3, 2.65E-4, 4.43E-4, 4.35E-4, 2.38E-4, 1.14E-4, 2.68E-4, 1.67E-3])
(347, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.08E-3, 0.00, 1.75E-3, 0.00, 4.62E-4, 0.00, 2.06E-4, 0.00, 7.72E-4, 0.00])
(349, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.08E-3, 0.00, 1.76E-3, 0.00, 4.66E-4, 0.00, 2.00E-4, 0.00, 3.55E-4, 0.00])
(353, 2, 1, 15, [1.02E-4, 0.06, 8.51E-5, 0.02, 1.07E-4, 5.08E-3, 1.55E-4, 1.76E-3, 2.42E-4, 4.73E-4, 3.96E-4, 1.88E-4, 6.70E-4, 9.33E-4, 1.16E-3])
(359, 2, 1, 15, [9.88E-5, 0.06, 8.23E-5, 0.02, 1.04E-4, 5.09E-3, 1.50E-4, 1.77E-3, 2.34E-4, 4.83E-4, 3.83E-4, 1.71E-4, 2.02E-4, 1.54E-4, 1.88E-5])
(367, 2, 1, 15, [9.45E-5, 0.06, 7.87E-5, 0.02, 9.92E-5, 5.09E-3, 1.43E-4, 1.78E-3, 2.23E-3, 4.96E-4, 1.64E-3, 1.50E-4, 2.30E-4, 4.41E-4, 3.39E-4])
(373, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.09E-3, 0.00, 1.78E-3, 0.00, 5.05E-4, 0.00, 1.34E-4, 0.00, 3.70E-4, 0.00])
(379, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.10E-3, 0.00, 1.79E-3, 0.00, 5.14E-4, 0.00, 1.20E-4, 0.00, 6.24E-4, 0.00])
(383, 2, 1, 15, [8.68E-5, 0.06, 7.23E-5, 0.02, 9.11E-5, 5.10E-3, 1.32E-4, 1.79E-3, 2.05E-4, 5.20E-4, 1.67E-3, 1.11E-4, 1.13E-3, 6.08E-4, 2.51E-4])
(389, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.10E-3, 0.00, 1.79E-3, 0.00, 5.28E-4, 0.00, 9.74E-5, 0.00, 5.86E-4, 0.00])
(397, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.11E-3, 0.00, 1.80E-3, 0.00, 5.38E-4, 0.00, 8.05E-5, 0.00, 5.57E-4, 0.00])
(401, 2, 1, 15, [7.92E-5, 0.06, 6.60E-5, 0.02, 8.31E-5, 5.11E-3, 1.20E-4, 1.80E-3, 1.87E-4, 5.43E-4, 3.07E-4, 7.24E-5, 5.20E-4, 5.43E-4, 2.04E-4])
(409, 2, 1, 15, [7.61E-5, 0.06, 6.34E-5, 0.02, 7.99E-5, 5.11E-3, 1.15E-4, 1.81E-3, 1.80E-4, 5.52E-4, 2.95E-4, 5.70E-5, 7.45E-5, 5.16E-4, 6.07E-4])
(419, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.12E-3, 0.00, 1.82E-3, 0.00, 5.63E-4, 0.00, 3.90E-5, 0.00, 4.85E-4, 0.00])
(421, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.12E-3, 0.00, 1.82E-3, 0.00, 5.65E-4, 0.00, 3.55E-5, 0.00, 4.79E-4, 0.00])
(431, 2, 1, 15, [6.85E-5, 0.06, 5.71E-5, 0.02, 7.19E-5, 5.12E-3, 6.21E-3, 1.82E-3, 4.75E-3, 5.75E-4, 1.74E-3, 1.90E-5, 4.00E-4, 1.72E-4, 4.30E-5])
(433, 2, 1, 15, [6.79E-5, 0.06, 5.66E-5, 0.02, 7.13E-5, 5.12E-3, 1.03E-4, 1.83E-3, 1.61E-4, 5.77E-4, 2.63E-4, 1.58E-5, 1.68E-3, 4.46E-4, 8.85E-4])
(439, 2, 1, 15, [6.60E-5, 0.06, 5.50E-5, 0.02, 6.93E-5, 5.13E-3, 1.00E-4, 1.83E-3, 1.56E-4, 5.82E-4, 1.75E-3, 6.53E-6, 1.27E-3, 1.28E-4, 1.69E-4])
(443, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.13E-3, 0.00, 1.83E-3, 0.00, 5.86E-4, 0.00, 5.57E-7, 0.00, 4.20E-4, 0.00])
(449, 2, 1, 15, [6.31E-5, 0.06, 5.26E-5, 0.02, 6.63E-5, 5.13E-3, 9.58E-5, 1.83E-3, 1.50E-4, 5.91E-4, 2.45E-4, 8.10E-6, 4.14E-4, 4.05E-4, 3.87E-4])
(457, 2, 1, 15, [6.09E-5, 0.06, 5.08E-5, 0.02, 6.40E-5, 5.13E-3, 9.25E-5, 1.84E-3, 1.44E-4, 5.97E-4, 2.36E-4, 1.91E-5, 4.00E-4, 1.72E-4, 3.25E-4])
(461, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.13E-3, 0.00, 1.84E-3, 0.00, 6.01E-4, 0.00, 2.44E-5, 0.00, 3.77E-4, 0.00])
